VALUE,pop_densit,roads_dist,deforested,FARC_raste,NP_raster_,mines_dist,wells_dist,slope_ext,elevation_,y,x,rivers_dis,slope_ext_,layer,path
2.00000000,6.79800,0.57397,0.00718,0.00000,0.00000,1.65817,0.07906,89.14595,4.00000,5.01649,-71.10882,10000.00000,6709.31787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,0.73659,0.01096,0.00000,0.00000,2.72284,1.42092,89.04517,4.00000,5.00816,-69.60095,24083.18945,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,103.64400,0.06667,0.00000,0.00000,0.00000,0.40663,0.03436,89.96271,51.00000,4.99983,-74.64107,8000.00000,153677.32813,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.79800,0.44292,0.00469,1.00000,0.00000,1.03716,0.06067,88.79228,7.00000,4.99983,-72.08352,12806.24902,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.79800,0.79970,0.05468,0.00000,0.00000,1.35902,0.22423,0.00000,5.00000,4.99150,-71.59200,17888.54492,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,0.50339,0.00332,0.00000,0.00000,2.33029,0.95197,89.09976,5.00000,4.99150,-70.10079,65513.35938,6365.35205,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.06043,0.02122,1.00000,0.00000,4.07759,2.90762,89.04517,4.00000,4.99150,-68.09307,13416.40723,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.10959,0.00573,0.00000,0.00000,4.32667,3.17224,89.85352,3.00000,4.99150,-67.82649,0.00000,39127.14453,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,56.71300,0.07120,0.02021,0.00000,0.00000,0.28928,0.24509,89.90642,81.00000,4.98317,-75.12426,40049.96875,61240.89453,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,103.64400,0.09167,0.00283,0.00000,0.00000,0.04859,0.58178,89.92280,118.00000,4.98317,-73.60805,16124.51563,74237.85156,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.06122,0.00298,1.00000,0.00000,3.17308,1.92195,0.00000,4.00000,4.98317,-69.09277,22803.50781,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,54.31300,0.12937,0.00000,0.00000,0.00000,0.31114,0.31732,89.79224,70.00000,4.97483,-73.09155,22360.67969,27583.19141,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.08593,0.00117,1.00000,0.00000,3.61670,2.40708,0.00000,3.00000,4.97483,-68.60125,20396.07813,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,6.79800,0.05893,0.00454,0.00000,0.00000,0.77316,0.07454,0.00000,9.00000,4.96650,-72.60836,2828.42700,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,0.58000,0.30046,0.00973,0.00000,0.00000,2.00932,0.53079,0.00000,5.00000,4.96650,-70.57565,33286.63281,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,9.52000,0.15723,0.03597,1.00000,0.00000,0.72174,1.39054,89.75547,4.00000,4.95817,-76.57381,8246.21094,23436.24023,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.52000,0.45864,0.00273,1.00000,0.00000,1.09322,1.35649,89.62901,2.00000,4.94984,-77.10698,6000.00000,15447.53418,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,103.64400,0.02635,0.03229,0.00000,0.00000,0.12964,0.48534,89.93614,112.00000,4.94984,-74.10790,58240.87891,89746.03125,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.52000,0.08580,0.01643,0.00000,1.00000,0.60696,1.20462,89.95464,87.00000,4.94150,-76.10729,56568.54297,126359.56250,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,56.71300,0.09167,0.02313,0.00000,0.00000,0.08498,0.20069,89.94918,72.00000,4.54156,-75.13259,35440.08984,112764.59375,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.92684,0.00297,0.00000,0.00000,2.05171,0.55709,87.30106,6.00000,4.49156,-71.10049,37947.33203,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.79800,0.13794,0.00454,0.00000,0.00000,1.31257,0.23214,88.79228,5.00000,4.48323,-72.10851,4000.00000,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.56702,0.00407,1.00000,0.00000,4.26127,2.98375,0.00000,3.00000,4.48323,-68.12640,28635.64258,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,203.98500,0.02357,0.01874,0.00000,0.00000,0.13969,0.93842,89.94215,61.00000,4.47490,-76.15727,60728.90625,99064.16406,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.02357,0.00382,0.00000,0.00000,0.39835,0.16094,0.00000,8.00000,4.47490,-73.09155,16124.51563,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.79800,0.25672,0.00275,0.00000,1.00000,0.84369,0.13566,87.30106,6.00000,4.47490,-72.59170,12649.11035,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.50861,0.00458,0.00000,0.00000,1.75018,0.30562,0.00000,6.00000,4.47490,-71.60033,16124.51563,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,0.93634,0.02010,1.00000,0.00000,2.69759,1.19542,89.04517,6.00000,4.47490,-70.09246,15231.54688,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.16392,0.00369,1.00000,0.00000,3.05265,1.62912,0.00000,4.00000,4.47490,-69.59262,0.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,0.58000,0.80004,0.00643,1.00000,0.00000,2.39741,0.82163,88.09085,7.00000,4.46657,-70.60064,30463.09375,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.59385,0.06779,1.00000,0.00000,3.86467,2.54760,0.00000,5.00000,4.46657,-68.59292,23409.39844,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,103.64400,0.18634,0.01157,0.00000,1.00000,0.11335,0.21810,89.96409,102.00000,4.45823,-73.58306,23409.39844,159599.04688,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.48497,0.01834,1.00000,0.00000,3.45367,2.09094,89.14595,6.00000,4.45823,-69.09277,8944.27246,6709.31787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.52000,0.31369,0.05617,1.00000,0.00000,0.92305,0.86707,0.00000,3.00000,4.44990,-77.11531,11661.90332,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,278.25500,0.03005,0.01474,0.00000,0.00000,0.24224,0.56581,89.93533,139.00000,4.44990,-75.58245,70710.67969,88612.56250,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.52000,0.32457,0.00721,1.00000,0.00000,0.42040,0.88569,89.55598,9.00000,4.44157,-76.60714,22360.67969,12905.94238,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,103.64400,0.01179,0.02031,0.00000,0.00000,0.02635,0.61514,89.93719,110.00000,4.44157,-74.08291,56850.67969,91236.71094,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,103.64400,0.02500,0.00654,0.00000,0.00000,0.31678,0.29533,89.74129,28.00000,4.42491,-74.59942,21540.65820,22151.00977,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,2.05169,0.02941,1.00000,0.00000,4.12335,2.73265,0.00000,4.00000,4.00829,-68.59292,19697.71484,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,2.05083,0.00174,1.00000,0.00000,4.53012,3.18330,0.00000,4.00000,3.99996,-68.10141,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,203.98500,0.02635,0.00682,1.00000,1.00000,0.98760,0.43309,88.79228,2.00000,3.98330,-77.12364,20000.00000,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,1.05409,0.00435,0.00000,0.00000,2.42996,0.36180,0.00000,6.00000,3.98330,-71.08383,65787.53906,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.61720,0.08701,1.00000,0.00000,3.40883,1.86734,0.00000,6.00000,3.98330,-69.57595,31622.77539,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,203.98500,0.10442,0.00760,0.00000,1.00000,0.55503,0.46852,89.96992,105.00000,3.97496,-76.61547,49193.49609,190551.95313,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.57837,0.00287,0.00000,0.00000,1.93141,0.17989,0.00000,7.00000,3.97496,-71.61700,57688.82031,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.38208,0.06488,1.00000,0.00000,3.08446,1.34231,88.79228,7.00000,3.97496,-70.10079,34928.49609,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,9.37500,0.06009,0.00634,0.00000,0.00000,0.72882,0.32361,0.00000,8.00000,3.96663,-73.12487,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.30003,0.00452,1.00000,0.00000,2.77341,0.84233,0.00000,7.00000,3.96663,-70.60064,23409.39844,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,203.98500,0.09317,0.00185,0.00000,0.00000,0.39616,0.59559,89.47031,59.00000,3.95830,-76.09896,96104.10938,10819.38184,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.11932,0.00800,0.00000,0.00000,0.47908,0.05336,87.30106,14.00000,3.95830,-73.58306,4472.13623,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.88709,0.03041,1.00000,0.00000,3.79452,2.34381,0.00000,5.00000,3.95830,-69.05945,26832.81445,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.36667,0.00684,0.00000,0.00000,1.50923,0.21506,89.14595,7.00000,3.94997,-72.10018,8246.21094,6710.02197,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,56.71300,0.12937,0.00409,1.00000,0.00000,0.26784,0.19021,89.90708,140.00000,3.94164,-75.62410,45694.63672,61682.20703,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
4.00000000,56.71300,0.03333,0.00639,1.00000,0.00000,0.64947,0.16180,89.91177,64.00000,3.94164,-74.56609,24738.63477,64954.30078,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,203.98500,0.00833,0.00200,1.00000,0.00000,0.43843,0.30116,89.14595,78.00000,3.53336,-76.61547,64776.54297,6709.31787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.00833,0.00087,1.00000,0.00000,0.93467,0.28443,0.00000,12.00000,3.49169,-73.64138,2828.42700,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.61464,0.00744,0.00000,0.00000,1.45435,0.29814,0.00000,8.00000,3.48336,-72.57504,43863.42578,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,56.71300,0.05336,0.00254,1.00000,0.00000,0.57795,0.31896,89.96146,48.00000,3.47503,-75.64077,47539.45703,148708.82813,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,56.71300,0.00000,0.00078,0.00000,0.00000,0.68415,0.15921,89.14595,14.00000,3.47503,-75.15758,4000.00000,6710.02197,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.11785,0.00394,1.00000,0.00000,0.96541,0.17520,89.94506,59.00000,3.47503,-74.13289,11313.70801,104311.77344,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.30785,0.03150,1.00000,0.00000,4.13941,2.42203,0.00000,6.00000,3.45837,-69.06778,16492.42188,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.58736,0.01490,1.00000,0.00000,4.50075,2.92220,89.09976,5.00000,3.45837,-68.55960,34000.00000,6365.35205,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.26784,0.00995,1.00000,0.00000,0.91761,0.47177,89.95560,96.00000,3.45003,-74.60775,35383.61328,129074.35156,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.26523,0.00749,0.00000,0.00000,1.14482,0.36305,0.00000,9.00000,3.45003,-73.09155,27202.94141,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,1.00475,0.00261,0.00000,0.00000,2.22150,0.30012,89.14595,9.00000,3.45003,-71.57534,63150.61328,6709.31787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.73959,0.00765,1.00000,0.00000,3.09597,0.99233,87.30106,6.00000,3.45003,-70.57565,45122.05469,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.08588,0.06658,1.00000,0.00000,3.82344,1.93629,88.09086,6.00000,3.45003,-69.56762,14142.13574,3000.39331,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.60133,0.00394,1.00000,0.00000,4.87392,3.40118,87.30106,4.00000,3.45003,-68.07641,8000.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,203.98500,0.44542,0.00117,1.00000,0.00000,0.56501,0.28000,89.14595,2.00000,3.44170,-77.13198,53851.64453,6710.02197,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,203.98500,0.06067,0.00389,1.00000,0.00000,0.20900,0.73049,89.95425,74.00000,3.44170,-76.18227,79246.45313,125256.41406,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,1.32877,0.02591,0.00000,0.00000,2.64435,0.57331,87.30106,9.00000,3.44170,-71.08383,58137.76953,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,1.89901,0.00880,1.00000,0.00000,3.51794,1.46026,0.00000,5.00000,3.44170,-70.06747,4472.13623,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.66918,0.00499,0.00000,0.00000,5.26506,3.87959,87.30106,3.00000,3.44170,-67.59323,20880.61328,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,41.02500,0.03436,0.00000,1.00000,0.00000,0.09501,0.64914,87.30106,40.00000,3.04175,-76.59047,15620.50000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.26680,0.00857,0.00000,0.00000,1.78848,0.75079,88.09086,9.00000,3.00842,-72.59170,32310.99023,3000.39331,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,56.57100,0.07120,0.00810,1.00000,0.00000,0.88698,0.03005,89.14595,24.00000,3.00009,-75.14925,21540.65820,6710.02197,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,56.57100,0.01179,0.00078,1.00000,0.00000,0.66233,0.08580,89.95596,58.00000,2.96676,-75.54913,29732.13672,130114.15625,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.68516,0.00167,0.00000,0.00000,2.17105,0.82416,0.00000,8.00000,2.96676,-72.07519,8944.27246,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,41.02500,0.10833,0.00000,1.00000,0.00000,0.25000,0.65431,89.95593,138.00000,2.95843,-76.16560,56568.54297,130042.92188,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,1.09728,0.00581,0.00000,0.00000,2.51034,0.76857,89.14595,6.00000,2.95843,-71.60867,8246.21094,6709.31787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.99629,0.01223,1.00000,0.00000,4.85181,3.04372,0.00000,5.00000,2.95843,-68.55960,8000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.33768,0.01294,1.00000,1.00000,1.48483,0.51747,89.84301,23.00000,2.95010,-74.08291,8944.27246,36507.57031,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.07546,0.01766,1.00000,0.00000,1.59872,0.76422,88.79228,8.00000,2.95010,-73.07488,10000.00000,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,1.60479,0.05224,1.00000,0.00000,2.92006,0.93901,0.00000,8.00000,2.95010,-71.07550,6000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.58000,2.03540,0.01281,1.00000,0.00000,3.33193,1.27413,89.61803,11.00000,2.95010,-70.57565,11661.90332,15001.96680,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.37541,0.06308,1.00000,0.00000,3.77256,1.69043,0.00000,8.00000,2.95010,-70.06747,22000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.53667,0.10453,1.00000,0.00000,4.22227,2.12459,0.00000,6.00000,2.95010,-69.55929,26000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.76619,0.00715,1.00000,0.00000,4.52515,2.57052,89.09976,5.00000,2.95010,-69.06778,4000.00000,6365.35205,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,3.10112,0.01578,1.00000,0.00000,5.20065,3.50733,88.79228,4.00000,2.95010,-68.07641,26907.24805,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.37006,0.05554,1.00000,1.00000,1.22000,0.58512,89.92358,45.00000,2.94177,-74.57442,15620.50000,74981.33594,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.07862,0.00878,1.00000,0.00000,1.48567,0.61249,0.00000,9.00000,2.94177,-73.60805,39849.71484,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,41.02500,0.83333,0.01960,1.00000,0.00000,0.80554,0.91992,0.00000,3.00000,2.93343,-77.53185,7211.10254,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,41.02500,0.44198,0.02236,1.00000,0.00000,0.46585,0.72996,89.36341,10.00000,2.91677,-77.14031,10770.32910,9001.17969,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,41.02500,0.00833,0.00087,1.00000,0.00000,0.22928,0.98422,89.32480,69.00000,2.52515,-76.58214,29529.64648,8487.13574,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,1.75500,0.05590,0.00374,1.00000,0.00000,2.20405,1.26109,89.45983,10.00000,2.49183,-72.62502,8246.21094,10608.02930,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,41.02500,0.69362,0.01054,1.00000,0.00000,0.70020,1.34092,89.62545,3.00000,2.47516,-77.62349,57723.48047,15301.63672,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,0.52334,0.00055,1.00000,0.00000,2.50139,1.29949,88.79228,7.00000,2.47516,-72.11684,32984.84375,4744.78516,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.02008,0.03143,1.00000,0.00000,2.84141,1.24714,87.30106,7.00000,2.47516,-71.61700,36000.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.06908,0.05202,1.00000,0.00000,3.62324,1.63352,0.00000,8.00000,2.45850,-70.56732,20000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.98954,0.00857,1.00000,1.00000,4.44910,2.38084,87.30106,7.00000,2.45850,-69.56762,10770.32910,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,3.19966,0.01502,1.00000,1.00000,4.89389,2.80284,89.47031,10.00000,2.45850,-69.05945,10000.00000,10819.38184,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,3.42557,0.05726,1.00000,0.00000,5.22188,3.23129,0.00000,5.00000,2.45850,-68.56793,6000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,49.80400,0.68658,0.00468,1.00000,0.00000,0.84001,1.66785,0.00000,0.00000,2.45016,-78.10668,22360.67969,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,41.02500,0.30833,0.00350,1.00000,0.00000,0.35040,1.17692,89.94022,56.00000,2.45016,-77.11531,45607.01563,95863.64063,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,0.21810,0.01334,1.00000,0.00000,0.54038,0.44783,89.93059,76.00000,2.45016,-75.06594,44944.41016,82553.26563,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.29262,0.00482,1.00000,0.00000,1.01259,0.78102,89.94599,24.00000,2.45016,-74.56609,34000.00000,106114.04688,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,9.37500,0.27144,0.00220,1.00000,1.00000,1.48644,1.00885,0.00000,11.00000,2.45016,-74.08291,10770.32910,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.57041,0.10536,1.00000,0.00000,3.25303,1.39284,87.30106,8.00000,2.45016,-71.06716,22803.50781,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.56895,0.08742,1.00000,0.00000,4.03099,1.98494,89.04517,8.00000,2.45016,-70.06747,16000.00000,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,3.64695,0.01019,0.00000,0.00000,5.90735,4.14142,0.00000,4.00000,2.45016,-67.57657,21260.29297,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,41.02500,0.03005,0.00541,1.00000,0.00000,0.59745,0.51004,89.94254,110.00000,2.44183,-76.10729,69426.21875,99738.97656,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,56.57100,0.01667,0.05012,0.00000,0.00000,0.25386,0.07169,87.30106,27.00000,2.44183,-75.65743,22803.50781,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.34288,0.00087,1.00000,1.00000,2.07699,1.24323,0.00000,8.00000,2.44183,-73.07488,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,3.60950,0.01396,1.00000,0.00000,5.56502,3.68994,0.00000,5.00000,2.44183,-68.06808,14000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.62987,0.00670,1.00000,0.00000,1.14215,2.01206,0.00000,0.00000,2.43350,-78.53988,21540.65820,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,4.03430,0.00813,0.00000,0.00000,6.14743,4.24857,89.04517,5.00000,2.05022,-67.63488,50596.44141,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,1.75500,0.76035,0.00123,1.00000,0.00000,2.88955,1.76891,87.30106,7.00000,1.99189,-72.12517,82462.10938,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.22423,0.00441,1.00000,0.00000,0.98072,2.08375,89.34496,1.00000,1.98356,-78.56487,12165.52539,8748.69922,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,0.68415,0.14406,1.00000,1.00000,2.44371,1.68236,87.30106,12.00000,1.98356,-73.11654,42190.04297,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.21425,0.00474,1.00000,0.00000,0.55403,1.75089,88.64978,2.00000,1.97523,-78.12334,7211.10254,4243.56787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,49.80400,0.32059,0.01818,1.00000,0.00000,0.20429,1.25654,89.80608,18.00000,1.97523,-77.56518,25298.22070,29554.76367,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,4.07623,0.02485,1.00000,0.00000,5.91869,3.90922,89.62545,5.00000,1.97523,-68.05975,44045.42969,15301.63672,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,4.74100,0.14386,0.00271,1.00000,0.00000,0.99642,1.13137,89.25094,13.00000,1.96689,-74.58276,26076.80859,7650.81836,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,1.75500,0.58672,0.00374,1.00000,0.00000,2.71110,1.79793,0.00000,9.00000,1.95856,-72.55838,68029.40625,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,3.12481,0.01363,1.00000,1.00000,4.72259,2.68516,88.09085,7.00000,1.95856,-69.56762,48826.22266,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,56.57100,0.20276,0.00271,0.00000,1.00000,0.26719,0.47507,89.91177,125.00000,1.95023,-76.57381,93059.11719,64954.30078,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
